id,playtime_forever
0,0.0
1,3.9849164142154905
2,0.0
3,5.08954412334279
4,12.537692409819556
5,0.8386957860338384
6,0.0
7,2.82081968664032
8,0.0
9,5.701033164965281
10,1.5849653395266898
11,0.0
12,0.0
13,0.0
14,0.0
15,0.912927053584724
16,1.2921707542831768
17,1.888104898015115
18,3.4304252044562134
19,0.49007048677000853
20,1.4157664745503382
21,3.1150882236727853
22,0.0
23,0.3023036705671984
24,0.0
25,1.24158157723042
26,1.9060386453789704
27,0.8825760613327134
28,1.134084799299444
29,4.2038105370006065
30,0.0
31,16.36301660805475
32,1.3666017603831904
33,1.2228105866104215
34,0.0
35,0.0
36,0.5829729144766134
37,21.120533184909164
38,1.9457377215687188
39,0.0
40,0.0
41,0.0
42,2.6610644963848813
43,0.8915624657092849
44,0.931856343960419
45,0.387358367258571
46,0.0
47,0.9808562784417632
48,0.0
49,6.6703131649233
50,0.0
51,0.4184407097885696
52,0.0
53,2.6006512843326277
54,1.0559215602314111
55,0.0
56,1.5214113089699595
57,0.24396483454552254
58,0.8545680442474861
59,0.0
60,0.26856780693395876
61,0.0
62,1.142420095893499
63,8.761057172408982
64,0.7309623804378589
65,1.5607969494803342
66,1.492230054346976
67,2.5185933810608105
68,0.0
69,1.6229032121459852
70,0.8939212987198175
71,7.542348971422143
72,1.1248128301494376
73,29.209526438145076
74,2.181268829684768
75,48.24722864127398
76,12.829384573455172
77,0.0
78,0.0
79,1.0039532062349679
80,0.12885105741659686
81,1.9468520231596926
82,0.966074871765386
83,7.249532861600073
84,5.090543063898167
85,0.8651309238449016
86,1.475710983468332
87,0.0
88,2.246780781652916
89,11.371612489906056
